Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
49651563727,Live Action,Live Action,79868,148
560140464159364,Stand for the 2nd Amendment,SFT2 Tactical Supply,79000,195
102671331487937,I Love My Freedom Store,I Love My Freedom,78396,355
1012679305536045,Elissa Slotkin for Congress,ELISSA SLOTKIN FOR CONGRESS,78106,47
106991060749369,OneALASKA,OneAlaska,77725,97
108162940871582,Commonwealth Leaders Fund,Commonwealth Leaders Fund,77578,38
101127364972509,Dems For USA,Dems For USA,77423,146
103278728094811,CA Family Farmers Against Prop 15,Family Farmers Against Prop 15 – Stop Higher Food Taxes,77370,137
104934207736995,Paycheck to Paycheck,Center for American Progress Action Fund,77329,55
113581127016514,City of New York Government,City of New York,76999,73
200224630053159,Ben McAdams,FRIENDS OF BEN MCADAMS,76172,1334
118714808054,Mi Familia Vota,Paid For By Mi Familia Vota with Facebook Ad Credits,75578,32
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,75312,151
56680318666,Illinois Policy,Illinois Policy,74977,241
266344180585578,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,74907,14
1387062348242626,Progress Arizona,ProgressNow AZ,74806,119
102772418169411,Good Jobs MT,Good Jobs MT,74731,33
1934273516856559,Betsy Dirksen Londrigan,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,74586,189
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,74492,307
85337666730,Republican Governors Association (RGA),REPUBLICAN GOVERNORS ASSOCIATION,74407,10
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",74273,35
241672016328637,Lauren Underwood for Congress,LAUREN UNDERWOOD FOR CONGRESS,73552,538
202578646485690,Senate Majority Fund,Senate Majority Fund,73475,32
277414242013,Joyce Elliott,JOYCE ELLIOTT FOR CONGRESS,73422,260
338218229911752,Integrity First PAC,INTEGRITY FIRST PAC,72432,19
284946111858895,Debbie Mucarsel-Powell,DEBBIE FOR CONGRESS,72372,240
115700478533045,Progress North Carolina Action,Progress NC Action,72366,560
112936323884151,Minnesota Votes Trump Out,TECH FOR CAMPAIGNS,72089,69
1934158976830122,Sean Casten for Congress,CASTEN FOR CONGRESS,71955,26
152561628240904,SEIU PA State Council,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),71335,102
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",71219,399
926650430723985,Really American,REALLY AMERICAN PAC,71128,93
100119981671668,Blue Senate,BLUE SENATE PAC,71073,46
623339164538852,National Security Action,Nationalsecurityaction.org,70966,13
100801038449520,Natural Allies for a Clean Energy Future,"Natural Allies, Inc.",70479,161
1162286517277297,Canvass America,Canvass America,70318,24
405469100189512,Still My President - Donald Trump,Red State Politics LLC,70281,313
468042980679823,Ohioans for Judicial Integrity,"Ohioans for Judicial Integrity, Inc.",70087,6
105577974544303,The USA Needs More Patriots,Anthony Alexander Morales,69964,29
165282683518197,Minnesota Department of Health,Minnesota Department of Health,69320,24
567371470277443,The Wilderness Society Action Fund,The Wilderness Society Action Fund,69319,15
648335462024721,Haley Stevens,HALEY STEVENS FOR CONGRESS,69304,77
223008867858902,American Action News,American Action News,69088,101
442159053368561,Women Speak Out PAC,Women Speak Out PAC,68989,60
102309558248876,Leading Colorado Forward,Leading Colorado Forward,68856,315
593289284500311,Trump Rack,BOXD Marketing,68824,108
331169547059436,Texas Rising,Texas Rising,68780,46
15524934075,Banana Republic,Banana Republic,67762,34
717022005384027,BIOAction,BIOTECHNOLOGY INNOVATION ORGANIZATION,67580,32
736198543440939,New Approach Montana,NEW APPROACH MONTANA,67499,26
354716314909000,Swing Left,Swing Left,67230,229
537534316395916,Students for Trump,Turning Point Action,67041,528
108109934203874,Insta Shop Boutique,Insta Shop Boutique,66650,80
107237344474393,Montana Speaks Out,MONTANANS FOR BULLOCK,66586,14
1925751504337881,MJ Hegar,MJ FOR TEXAS,66466,66
497081420632330,Dr. Hiral Tipirneni,HIRAL FOR CONGRESS,66379,187
111581113532778,Yes on 2: Ranked Choice Voting,Ranked Choice Voting 2020 Committee,66327,67
167606528159,Dockers,Levi Strauss & Co.,66192,4
143055773143383,Patients For Affordable Drugs NOW,Patients for Affordable Drugs Now,66190,73
183424985463330,Joe Cunningham,JOE CUNNINGHAM FOR CONGRESS,66128,55
102271454896215,Black Men Vote,BLACK MEN VOTE,66004,220
105269984593079,The Way I See It,Focus Features,65900,470
411278849271529,Lizzie Pannill Fletcher for Congress,ELIZABETH PANNILL FLETCHER FOR CONGRESS,65816,28
7976226799,The Daily Show,Comedy Central,65810,216
106973694007283,Keep America Great Again,KagaGear.com,65756,8
598924810530984,Keeping America Great,FamTeeWorld,65726,6
112727840498351,No On Prop 20,No on Prop 20 - Californians Against the Prison Spending Scam,65725,322
289544064711784,Progress North Carolina,Progress North Carolina,65629,221
335637374881,N.C. State Board of Elections,North Carolina State Board of Elections with Facebook Ad Credits,65429,14
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,65364,502
107609657630105,Sara Gideon Facts,the NRSC and not authorized by any candidate or candidate's committee.,65251,532
109321697442806,NC League of Conservation Voters Foundation,NC League of Conservation Voters Foundation,64952,65
355316521236121,John Cornyn,The Republican Party of Texas - Victory Program,64791,5
892673067526965,Project War Path,Project War Path,64644,1803
106137634571035,Hard Left Hegar,TEXANS FOR A CONSERVATIVE MAJORITY,64556,18
530604487365010,Old Glory Flagpole Kits,Service First,64503,63
243399129090445,Christina Hale,HOOSIERS FOR HALE,64449,279
1934191280189700,Health Care Voter,Health Care Voter,64072,56
308506536540046,Alaskans for Better Elections,Alaskans for Better Elections,63985,205
233116802464,Independent Voter,Independent Voter Project,63519,135
257019421075897,Cory Gardner,Cory Gardner for Senate,63075,74
180060629247353,Elaine Luria for Congress,ELAINE FOR CONGRESS,62791,57
872842866161157,One Nation Design,One Nation Design,62701,281
229422593795044,State Government Leadership Foundation,State Government Leadership Foundation,62612,48
431099560800970,Front Page Live,"Front Page Live, Inc.",62393,613
323493358004749,Progress Florida Education Institute,"Progress Florida Education Institute, Inc.",62333,10
628891490457484,Nancy Mace,Nancy Mace for Congress,62119,129
514649125971110,EDF Action Votes,EDF Action Votes INC,62074,86
100233228182981,Madison Cawthorn for Congress,CAWTHORN FOR NC,62001,298
13867925345,Equality Florida,Equality Florida,61684,153
183893624412,Virginia Department of Elections,Virginia Department of Elections with Facebook Ad Credits,61330,12
20876805343,March of Dimes,MARCH OF DIMES INC.,61203,168
1606780826273282,The Committee to Unleash Prosperity,Committee to Unleash Prosperity Inc.,61157,4
234565267058051,Anthony Brindisi For Congress,BRINDISI FOR CONGRESS,60795,277
105415064625532,Keep Kentucky Great,Keep Kentucky Great,60765,145
102096898291002,AAPI Vote 2020,DCCC,60728,102
100318944827269,Amy Kennedy,AMY KENNEDY FOR CONGRESS,60582,340
170004579701070,RootsAction,Action For A Progressive Future,60303,78
519590768083165,Abby Finkenauer for Congress,FINKENAUER FOR CONGRESS,60237,77
104351147973521,BLM Store,www.BLM.store,60075,3
5633824547,FreedomWorks,FREEDOMWORKS FOR AMERICA,59999,11
251769592193596,Minnesota Values Project,DFL House Caucus,59988,877
107803807306401,Michigan Census,Michigan Census 2020,59802,459
74100576336,Facebook for Business,"Facebook, Inc.",59448,8
102781694834193,American Herald,America First Action,59275,181
2350631784978320,Michigan Families First,Michigan Democratic State Central Committee,58968,626
117410271826,American Public University,These ads ran without a disclaimer,58866,13
17023576156,The Leadership Conference on Civil and Human Rights,Leadership Conference Education Fund,58581,156
58736997707,Marco Rubio,Marco Rubio for Senate,58566,5
717339155320936,Better Solutions for Healthcare,Better Solutions for Healthcare,58566,59
100632698451078,Minnesota Values,DFL Senate Caucus,58485,211
6476528946,NAACP,National Association for the Advancement of Colored People (NAACP),58326,27
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,58162,769
110061623807565,Kelly Loeffler,Georgians for Kelly,58067,313
171287339973880,LCV Victory Fund,"LCV Victory Fund, 202-785-8683, and not authorized by any candidate or candidate’s committee",58028,79
103373224404755,Impact Slates,COLLECTIVE IMPACT PAC,57833,309
174905503013610,Harley Rouda,HARLEY ROUDA FOR CONGRESS,57770,34
143729616392084,Van Drew for Congress,Van Drew for Congress,57391,309
2255535767896743,Mark Robinson for N.C.,Mark Robinson for NC,57386,23
111450610712205,Texans Vote,Texas HDCC,57357,53
602828763544800,Kate For Congress,KATE FOR CONGRESS,57117,91
105145707971929,Florida Votes,TECH FOR CAMPAIGNS,57052,290
1136781033034012,Brave New Look,Brave New Look,57025,86
2385326588383789,Move Health Care Forward NJ,Move Health Care Forward NJ Inc,56723,125
485980975070908,Abigail Spanberger,SPANBERGER FOR CONGRESS,56713,158
50614167032,Spectrum News 1 North Carolina,Spectrum News,56591,168
263964726952673,NYC Votes,New York City Campaign Finance Board,56321,93
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",55989,62
356482637745012,Stansberry Research,Stansberry Research,55822,91
109152437561737,Reform Illinois,Democratic Majority,55723,30
2037695643113766,Blexit,Blexit Foundation,55545,148
10423517786,Harvard Business Review,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,55287,435
124155874263916,Participant Media,Participant Media,55200,444
1765033567057615,Full Frontal with Samantha Bee,WarnerMedia LLC,55007,27
103483631422860,Abortion Access For All - No On 115,Abortion Access For All,54792,20
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",54586,51
1683659714985244,Phil Ehr,EHR FOR CONGRESS,54551,38
108407684321531,Yes on Amendment B,Yes on Amendment B,54508,40
627288151114676,Organization Abuse,X Social Media LLC,54307,210
433919203362871,Bird + Stone,BIRD & STONE INC,54254,471
45169169993,Planned Parenthood Minnesota Advocate,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,54219,135
2377166239179411,Nancy Goroff for Congress,Goroff for Congress,53942,74
268709413907753,Our American Century,OUR AMERICAN CENTURY,53897,45
868259909915525,Susie Lee,Susie Lee for Congress,53602,740
115263640318227,Miller-Meeks,DCCC,53145,18
894096170667732,Ashley Hinson,Ashley Hinson For Congress,52500,565
134728729902219,Voter Rights Action,Voter Rights Action,52011,199
115985765081573,Campaign Legal Center,"CAMPAIGN LEGAL CENTER, INC, THE",51911,94
347844152343949,Sara Jacobs,Sara Jacobs for Congress,51785,32
190358700981079,NC League of Conservation Voters,North Carolina League of Conservation Voters,51369,68
471928596287830,Brian Mast,Mast for Congress,51075,31
1109093812491437,Blaze Media,Blaze Media LLC,51032,14
233280624565048,Stronger Nevada PAC,Stronger Nevada PAC,50993,17
984421991732710,Paycheckology,Paycheckology,50955,196
858210161010020,Tom Malinowski for Congress,TOM MALINOWSKI FOR CONGRESS,50943,202
100863158148988,Commonwealth Communications,Commonwealth Communications,50824,59
227778385157,L.A. County Registrar-Recorder,Los Angeles County Registrar-Recorder/County Clerk,50664,273
120945717945722,Uber,Uber,50650,40
373814729643508,Let America Vote,LET AMERICA VOTE PAC,50538,1115
244752722204442,NALEO Educational Fund,NALEO Educational Fund with Facebook Ad Credits,49999,64
80987211775,Bill Cassidy,Bill Cassidy for US Senate,49979,74
2524348974282124,Piedmont Rising,Piedmont Rising,49647,22
206743952696198,Lower My Bills,These ads ran without a disclaimer,49621,16
206743952696198,Lower My Bills,"LMB OpCo, LLC",49303,74
195530355493,Chicks On The Right,Chicks on the Right,49290,108
702569496808519,Where They Stand Texas,Forward Majority Action Texas,49127,79
676031862414285,David Young,"Young for Iowa, Inc.",48798,48
785144711668660,Our Iowa Values,Iowa Values,48758,3
159616034235,Walmart,WALMART INC.,48749,13
507322359694737,Change Now,"Change Now, Inc.",48718,7
319982881752525,Kara Eastman,EASTMAN FOR CONGRESS,48693,24
1486392121670034,Security is Strength PAC,SECURITY IS STRENGTH PAC,48679,12
524527947625571,South Dakota Department of Health,South Dakota Department of Health,48620,20
402969533432277,Cisneros for Congress,CISNEROS FOR CONGRESS,48548,72
587835028017559,Eric Holcomb,Eric Holcomb for Indiana,48459,151
100994708182016,Neighbors for public schools,Neighbors for Public Schools,48355,222
1841824626073676,Candace Valenzuela,CANDACE FOR 24,48331,59
70874333603,CatholicVote,catholicvote.org,48276,58
202531447982,Jimmy Chin,Protect Our Winters,48259,33
370939753393588,Invest in Education Arizona,Invest in Education. (Sponsored by AEA and Stand for Children). Not authorized by any candidate.,48102,111
11791104453,NRDC,Natural Resources Defense Council,48076,324
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),47981,767
181467702005600,Mark Warner VA,FRIENDS OF MARK WARNER,47978,146
475456956305422,All Voting Is Local,Leadership Conference Education Fund,47854,379
151525932186806,When Democrats Turn Out,WHEN DEMOCRATS TURN OUT PAC,47817,9
1400772006635782,Josh Harder,JOSH HARDER FOR CONGRESS,47779,34
104673218071670,America Votes For Biden,TECH FOR CAMPAIGNS,47739,35
104766211232210,Feel Good Voting,Feel Good Action,47720,367
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,47625,45
104920841191292,Kentucky Department for Public Health,Kentucky Department for Public Health,47573,3
376776419037747,Turning Point USA,Turning Point USA,47553,355
2046764608716090,BitLifeApp,These ads ran without a disclaimer,47514,21
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",47382,46
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,47378,96
108557097612242,Vote By Mail PAC,Vote By Mail PAC,47363,246
493811210669780,Creative Action Network,Creative Action Network,47253,14
329272720965256,GALvanize USA,GALvanize USA,47082,209
839073729808623,Hillary Scholten,SCHOLTEN FOR CONGRESS,46992,102
513695272011123,The Genesis Prize,GPF NA LLC,46991,49
119875179042,Josh Stein,Josh Stein for Attorney General,46886,13
110029657470938,American Advancement,"American Advancement, Inc.",46671,9
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,46534,107
116238930177726,Artsiful,Brad Aaron Shaw,46478,283
333710103706307,Giffords,GIFFORDS PAC,46365,23
810122486032496,Jackie Gordon,JACKIE GORDON FOR CONGRESS,46358,152
198899403470180,Massachusetts Right to Repair Coalition,Mass Right To Repair Committee,46283,120
100926135067368,Defend Your Police,Defend Your Police,46274,7
112254017245488,Citizens for a Better NC Senate,Citizens for a Better NC Senate,46204,28
107710887461480,Yes on 109,Yes for Psilocybin Therapy,46149,86
514167322309353,Dan Crenshaw,Crenshaw For Congress,46132,31
1005566252861190,VOTEPROCHOICE,DEMOCRATS.COM,46102,59
103548911154638,Rural America 2020,Rural America Fund,46027,20
1358750594178363,Illinois State Board of Elections,Illinois State Board of Elections with Facebook Ad Credits,45988,6
101894128312659,My President,wowengraving,45910,275
106968690805026,Sima for Texas,SIMA FOR TEXAS,45900,98
103232231535182,Truly Loyal Patriots,Truly Loyal Patriots,45847,128
137340530379463,Sri for Congress 2020,SRI FOR CONGRESS,45793,72
109217467244059,Yes on 110,More Treatment for a Better Oregon: Yes on 110,45452,59
2811385199180287,Smart & Safe Arizona,Smart and Safe Arizona. Not authorized by any candidate.,45331,50
1438722236161076,County of Los Angeles,County of Los Angeles,45165,999
76625396025,CDC,U.S. Centers for Disease Control and Prevention with Facebook Ad Credits,45119,6
210820618956311,Community Change Action,Center for Community Change Action,45103,564
112101860385932,Renew Illinois Power,Renew Illinois Power,45045,175
219247332354785,Phil Arballo for Congress,ARBALLO FOR CONGRESS,44979,61
281884085611820,Tedra Cobb,COMMITTEE TO ELECT TEDRA COBB,44962,106
103185334702225,Stop Trump PAC,STOP 45 PAC,44640,30
100729641303493,ICount NM,I Count New Mexico,44556,85
